Id Database record;Name_site;Province;Country;Region;Laboratory;CRA;Error;Life;Method;Sample;Type;Specie;13C;15N;CN;Level;SU or UE;Periodization;Phase;Cultural_horizon;Cultural info;LongGM;LatGM;Short reference;Bibliography
73;Armação Nova;Distrito de Faro;Portugal;Atlantic Coast;ICEN-1230;7530;60;Short;n.d;Shell;Bulk;n.d;;;;C2;c2e;Mesolithic;Late;Castelnovian A;No geometrics (specific economical site);-8.96394;37.04459;Carvalho 2009;
74;Armação Nova;Distrito de Faro;Portugal;Atlantic Coast;ICEN-1229;7500;60;Short;n.d;Shell;Bulk;n.d;;;;C2;c2e;Mesolithic;Late;Castelnovian A;No geometrics (specific economical site);-8.96394;37.04459;Carvalho 2009;
75;Armação Nova;Distrito de Faro;Portugal;Atlantic Coast;ICEN-1227;7350;80;Short;Conventional;Shell;Bulk;n.d;;;;C4;C4b;Mesolithic;Late;Castelnovian A;No geometrics (specific economical site);-8.96394;37.04459;Carvalho 2008;
974;Vale Boi;Distrito de Faro;Portugal;Atlantic Coast;TO-12197;7500;90;Short;AMS;Bone;Singular;Human;-18.3;11.6;2.9;Terrace context;Layer 2 Burial 1;Mesolithic;Late;Castelnovian A;Without archaeological context;-8.89574;37.05926;Carvalho 2009;
855;Rocha das Gaivotas;Distrito de Faro;Portugal;Atlantic Coast;Wk-17029;6801;39;Short;Conventional;Shell;Bulk;Pollicipes sp.;;;;SI;Camada 2c topo;Neolithic;;;;-8.95571;37.07847;Carvalho 2008;
856;Rocha das Gaivotas;Distrito de Faro;Portugal;Atlantic Coast;Wk-14798;6820;51;Long;AMS;Charcoal;Singular;Pistacea sp.;;;;SII;Fireplace 3;Mesolithic;Late;Castelnovian C;5 flakes [Carvalho 2008];-8.95571;37.07847;Carvalho 2008;
857;Rocha das Gaivotas;Distrito de Faro;Portugal;Atlantic Coast;Wk-13691;8965;54;Short;Conventional;Shell;Bulk;Patella sp.;;;;SIII;Camada 3d Hearth 4;Mesolithic;Early;Initial Mesolithic;;-8.95571;37.07847;Carvalho 2008;
858;Rocha das Gaivotas;Distrito de Faro;Portugal;Atlantic Coast;Wk-6075;7270;70;Short;n.d;Shell;Bulk;Patella sp.;;;;SI;Test 1;Mesolithic;Late;Castelnovian C;1 segment [Carvalho 2008];-8.95571;37.07847;Carvalho 2008;
859;Rocha das Gaivotas;Distrito de Faro;Portugal;Atlantic Coast;Wk-14794;7201;39;Short;n.d;Shell;Bulk;Patella sp.;;;;SI;Camada 2c base;Mesolithic;Late;Castelnovian C;1 segment [Carvalho 2008];-8.95571;37.07847;Carvalho 2008;
860;Rocha das Gaivotas;Distrito de Faro;Portugal;Atlantic Coast;Wk-14793;7117;38;Short;n.d;Shell;Bulk;Patella sp.;;;;SI;Fireplace 2;Mesolithic;Late;Castelnovian C;1 segment [Carvalho 2008];-8.95571;37.07847;Carvalho 2008;
861;Rocha das Gaivotas;Distrito de Faro;Portugal;Atlantic Coast;Wk-13692;7092;48;Short;n.d;Shell;Bulk;Patella sp.;;;;SI;Fireplace 1;Mesolithic;Late;Castelnovian C;1 segment [Carvalho 2008];-8.95571;37.07847;Carvalho 2008;
862;Rocha das Gaivotas;Distrito de Faro;Portugal;Atlantic Coast;Wk-16425;8673;78;Short;n.d;Shell;Bulk;n.d;;;;SIII;Camada 3b  Hearth 5;Mesolithic;Early;Initial Mesolithic;;-8.95571;37.07847;Carvalho 2008;
863;Rocha das Gaivotas;Distrito de Faro;Portugal;Atlantic Coast;Wk-16426;8427;51;Short;n.d;Shell;Bulk;Mytilus sp.;;;;SV;Camada 3;Mesolithic;Early;Initial Mesolithic;;-8.95571;37.07847;Carvalho 2008;
864;Rocha das Gaivotas;Distrito de Faro;Portugal;Atlantic Coast;Wk-16424;8420;46;Short;n.d;Shell;Bulk;Mytilus sp.;;;;SI;Camada 3a;Mesolithic;Early;Initial Mesolithic;111 flakes [Carvalho 2008];-8.95571;37.07847;Carvalho 2008;
865;Rocha das Gaivotas;Distrito de Faro;Portugal;Atlantic Coast;Wk-13690;8674;52;Short;Conventional;Shell;Bulk;Monotonda turbinata;;;;SIII;Camada 3b;Mesolithic;Early;Initial Mesolithic;;-8.95571;37.07847;Carvalho 2008;
866;Rocha das Gaivotas;Distrito de Faro;Portugal;Atlantic Coast;Wk-14797;6862;43;Long;AMS;Charcoal;Singular;Juniperus sp.;;;;SI;Fireplace 2;Mesolithic;Late;Castelnovian C;1 segment [Carvalho 2008];-8.95571;37.07847;Carvalho 2008;
737;Paço Velho;Distrito de Beja;Portugal;Atlantic Coast;Sac-2847;6930;60;Short;n.d;Shell;Bulk;n.d;;;;Surface;;Mesolithic;Late;Castelnovian C;1 trapeze but non diagnostic material;-8.7316;37.4036;Reis 2014;
709;Montes de Baixo;Distrito de Beja;Portugal;Atlantic Coast;ICEN-720;7910;60;Short;Conventional;Shell;Singular;Patella sp.;;;;;Layer 4;Mesolithic;Early;Initial Mesolithic;non diagnostic material (dudas crono);-8.80571;37.41583;Carvalho 2009;
710;Montes de Baixo;Distrito de Beja;Portugal;Atlantic Coast;ICEN-718;7590;60;Short;Conventional;Shell;Singular;Patella sp.;;;;;Layer 2;Mesolithic;Late;Castelnovian B;non diagnostic material;-8.80571;37.41583;Carvalho 2009;
430;Fiais;Distrito de Beja;Portugal;Atlantic Coast;ICEN-103;6930;90;Short;Conventional;Shell;Bulk;n.d;;;;;Unknow;Mesolithic;Late;Castelnovian;;-8.66771;37.51617;Carvalho 2008;
431;Fiais;Distrito de Beja;Portugal;Atlantic Coast;TO-806;7010;70;Long;Conventional;Charcoal;Bulk;n.d;;;;Northern block;S. XXI, G1, Feature 1;Mesolithic;Late;Castelnovian B;6 trapeze / 9 triangle / 4 segment [Vierra 1995];-8.66771;37.51617;Zilhão 2000;
432;Fiais;Distrito de Beja;Portugal;Atlantic Coast;TO-705;6840;70;Long;Conventional;Charcoal;Bulk;n.d;;;;Central block;S.XIX, B8, z. 243;Mesolithic;Late;Castelnovian C;16 trapeze / 16 triangle / 9 segment [Vierra 1995];-8.66771;37.51617;Zilhão 2000;
433;Fiais;Distrito de Beja;Portugal;Atlantic Coast;ICEN-110;6870;220;Short;Conventional;Bone;Bulk;n.d;;;;;Unknow;Mesolithic;Late;Castelnovian;;-8.66771;37.51617;Zilhão 2000;
434;Fiais;Distrito de Beja;Portugal;Atlantic Coast;TO-706;6260;80;Short;Conventional;Bone;Bulk;n.d;;;;Central block;S.XIX, A10, z. 244;Mesolithic;Late;Castelnovian C;16 trapeze / 16 triangle / 9 segment [Vierra 1995];-8.66771;37.51617;Zilhão 2000;
435;Fiais;Distrito de Beja;Portugal;Atlantic Coast;ICEN-141;6180;110;Short;Conventional;Bone;Bulk;n.d;;;;;Unknow;Mesolithic;Late;Castelnovian;;-8.66771;37.51617;Zilhão 2000;
436;Fiais;Distrito de Beja;Portugal;Atlantic Coast;Ua-59360;7038;38;Short;AMS;Bone;Singular;Human;-14.2;13.8;3.3;Northern block;XIV (Square E10) Burial 1;Mesolithic;Late;Castelnovian B;6 trapeze / 9 triangle / 4 segment [Vierra 1995];-8.66771;37.51617;Peyroteo-Stjerna 2021;
738;Palheirões do Alegra;Distrito de Beja;Portugal;Atlantic Coast;Gx-16414;8700;100;Long;AMS;Charcoal;Bulk;n.d;;;;;Ladeira do Silex;Mesolithic;Early;Initial Mesolithic;Flakes and some retouched blades;-8.81191;37.60781;Raposo 1994;
739;Palheirões do Alegra;Distrito de Beja;Portugal;Atlantic Coast;ICEN-136;8400;70;Long;Conventional;Charcoal;Bulk;n.d;;;;;Combustion Structure;Mesolithic;Early;Initial Mesolithic;Flakes and some retouched blades;-8.81191;37.60781;Raposo 1994;
654;Medo Tojeiro;Distrito de Beja;Portugal;Atlantic Coast;Beta-11723;5450;160;Long;n.d;Charcoal;Bulk;n.d;;;;Level 4;Hearth;Mesolithic;Late;Castelnovian;* No fiable;-8.7719;37.64737;Lubell and Jackes 1985;
655;Medo Tojeiro;Distrito de Beja;Portugal;Atlantic Coast;BM-2275R;6820;140;Short;Conventional;Shell;Bulk;Mytilus;;;;Level 4 ?;exposed face;Mesolithic;Late;Castelnovian;non diagnostic material;-8.7719;37.64737;Zilhão 2000;
1012;Vidigal;Distrito de Beja;Portugal;Atlantic Coast;Ly-4695;6640;90;Short;Conventional;Bone;n.d;Human;;;;Level 3;;Mesolithic;Late;Castelnovian C;7 trapeze / 4 triangle /  18 segment [Vierra 1992];-8.69914;37.79517;Zilhão 2000;
1013;Vidigal;Distrito de Beja;Portugal;Atlantic Coast;GX-14557;6030;180;Short;Conventional;Bone;Bulk;Human;;;;Level 2;;Neolithic;;;;-8.69914;37.79517;Zilhão 2000;
1014;Vidigal;Distrito de Beja;Portugal;Atlantic Coast;Beta-452078;6800;30;Short;AMS;Bone;Singular;Cervus elaphus;21.1;;;Level 4;;Mesolithic;Late;Castelnovian C;7 trapeze / 4 triangle /  18 segment [Vierra 1992];-8.69914;37.79517;Soares and Silva 2017;
483;Grotra d’Oriente;P. Sicilia;Italy;West Mediterranean;OxA-V-2364-37;8653;39;Short;AMS;Bone;Singular;Human;;;;Trench B;Strat. III;Mesolithic;Early;Sauveterrian;;12.31;37.94;Fabbri y Lo Vetro 2021;Fabbri, F., Lo Vetro, D. 2021. Le sepolture e resti umani del paeolitico superiore e del mesolitico ritrovati in Sicilia, in: Sarti, L., Martini, F.. (Ed.), Una preziosa eredità. Scritti in ricordo di Arturo Palma di Cesnola. Museo e istituto fiorentino di preistoria, Firenze, pp. 221–241.
484;Grotra d’Oriente;P. Sicilia;Italy;West Mediterranean;OxA-14256;8159;37;Short;AMS;Shell;Singular;Osilius turbinata;3.4;;;B100/114;;Mesolithic;Early;Sauveterrian;;12.31;37.94;Mannino et al. 2012;Mannino, M.A., Catalano, G., Talamo, S., Mannino, G., Di Salvo, R., Schimmenti, V., Lalueza-Fox, C., Messina, A., Petruso, D., Caramelli, D., Richards, M.P., Sineo, L., 2012. Origin and Diet of the Prehistoric Hunter-Gatherers on the Mediterranean Island of Favignana (Ègadi Islands, Sicily). PLOS ONE 7, e49802. doi:10.1371/journal.pone.0049802
485;Grotra d’Oriente;P. Sicilia;Italy;West Mediterranean;LTL-877A;7040;55;Long;AMS;Charcoal;n.d;n.d;;;;5A;;Mesolithic;;Mixed cultural horizons;with Castelnovian industry;12.31;37.94;Natali y Forgia 2017;Natali, E., Forgia, V., 2017. The beginning of the Neolithic in Southern Italy and Sicily. Quat. Int.
486;Grotra d’Oriente;P. Sicilia;Italy;West Mediterranean;OxA-15562;6955;36;Short;AMS;Shell;Singular;Osilius turbinata;1.7;;;B40/60;;Mesolithic;;Mixed cultural horizons;;12.31;37.94;Mannino et al. 2012;Mannino, M.A., Catalano, G., Talamo, S., Mannino, G., Di Salvo, R., Schimmenti, V., Lalueza-Fox, C., Messina, A., Petruso, D., Caramelli, D., Richards, M.P., Sineo, L., 2012. Origin and Diet of the Prehistoric Hunter-Gatherers on the Mediterranean Island of Favignana (Ègadi Islands, Sicily). PLOS ONE 7, e49802. doi:10.1371/journal.pone.0049802
987;Vale Marim;Distrito de Setúbal;Portugal;Atlantic Coast;Beta-417015;7020;30;Long;AMS;Charcoal;Singular;Pinus sp.;;;;2A;;Mesolithic;Late;Castelnovian A;90% trapezes [Soares & Tavares 2018];-8.8304;37.9568;Soares et al. 2017;
988;Vale Marim;Distrito de Setúbal;Portugal;Atlantic Coast;Beta-417016;7180;30;Long;AMS;Charcoal;Bulk;n.d;;;;2A;;Mesolithic;Late;Castelnovian A;90% trapezes [Soares & Tavares 2018];-8.8304;37.9568;Soares et al. 2017;
989;Vale Marim;Distrito de Setúbal;Portugal;Atlantic Coast;Beta-373853;7170;40;Long;AMS;Charcoal;Singular;Arbutus unedo;;;;2A;;Mesolithic;Late;Castelnovian A;90% trapezes [Soares & Tavares 2018];-8.8304;37.9568;Soares et al. 2017;
885;Samouqueira I;Distrito de Setúbal;Portugal;Atlantic Coast;Beta-452075;7120;30;Short;AMS;Bone;Singular;Wildlife / fauna;-20.6;;;Level 3;Sector XII (square D18);Mesolithic;Late;Castelnovian A;4 trapeze /  1 triangle [Soares 1995];-8.85659;37.95924;Soares and Silva 2017;
886;Samouqueira I;Distrito de Setúbal;Portugal;Atlantic Coast;ICEN-1233;7590;60;Short;Conventional;Shell;Singular;Thais haemostoma;0.39;;;Level 3;Sector XII;Mesolithic;Late;Castelnovian A;4 trapeze /  1 triangle [Soares 1995];-8.85659;37.95924;Soares and Silva 2017;
887;Samouqueira I;Distrito de Setúbal;Portugal;Atlantic Coast;ICEN-1232;7550;60;Short;Conventional;Shell;Singular;Patella sp.;0;;;Level 3;Sector XII;Mesolithic;Late;Castelnovian A;4 trapeze /  1 triangle [Soares 1995];-8.85659;37.95924;Soares and Silva 2017;
888;Samouqueira I;Distrito de Setúbal;Portugal;Atlantic Coast;ICEN-729;7520;60;Short;Conventional;Shell;Bulk;Patella sp.;-0.06;;;Level 3;Sector XII  (square D19);Mesolithic;Late;Castelnovian A;4 trapeze /  1 triangle [Soares 1995];-8.85659;37.95924;Carvalho 2009;
889;Samouqueira I;Distrito de Setúbal;Portugal;Atlantic Coast;OxA-36994;6995;36;Short;AMS;Shell;Singular;Patella;;;;Level 2;H1 (burial 1 context);Mesolithic;Late;Castelnovian A;Without archaeological context;-8.85659;37.95924;Jackes et al. 2019;
890;Samouqueira I;Distrito de Setúbal;Portugal;Atlantic Coast;OxA-36936;7015;38;Short;AMS;Bone;Singular;Human;-15.2;15.7;3.3;Level 2;Burial 2 (metacarpio);Mesolithic;Late;Castelnovian A;Without archaeological context;-8.85659;37.95924;Jackes et al. 2019;
891;Samouqueira I;Distrito de Setúbal;Portugal;Atlantic Coast;TO-130;6370;70;Short;Conventional;Bone;Singular;Human;-15.3;16.5;;Level 2;F20;Mesolithic;Late;Castelnovian A;* Out;-8.85659;37.95924;Zilhão 2000;
473;Gaspeia;Distrito de Setúbal;Portugal;Atlantic Coast;Beta-187510;7110;40;Long;AMS;Charcoal;Singular;Quercus sp.;-26;;;Mesolithic level;Structure 26 (E2);Mesolithic;Late;Castelnovian B;2 trapeze / 2 triangle / 3 segment;-8.73521;38.079709;Tavares da Silva and Soares 2020;
474;Gaspeia;Distrito de Setúbal;Portugal;Atlantic Coast;Beta-514326;7080;30;Long;AMS;Charcoal;Singular;Quercus sp.;-26.1;;;Mesolithic level;Structure 26 (D1);Mesolithic;Late;Castelnovian B;2 trapeze / 2 triangle / 3 segment;-8.73521;38.079709;Tavares da Silva and Soares 2020;
475;Gaspeia;Distrito de Setúbal;Portugal;Atlantic Coast;Beta-189913;6950;50;Long;AMS;Charcoal;Singular;Pinus pinea;-24.1;;;Mesolithic level;Structure 36 (E2b);Mesolithic;Late;Castelnovian B;2 trapeze / 2 triangle / 3 segment;-8.73521;38.079709;Tavares da Silva and Soares 2020;
476;Gaspeia;Distrito de Setúbal;Portugal;Atlantic Coast;Beta-514325;7040;30;Long;AMS;Charcoal;Singular;Pinus pinaster;-24.1;;;Mesolithic level;Structure 16 (E20);Mesolithic;Late;Castelnovian B;2 trapeze / 2 triangle / 3 segment;-8.73521;38.079709;Tavares da Silva and Soares 2020;
368;Cueva del Nacimiento;Jaén;Spain;West Mediterranean;Gif-3471;7620;140;Long;Conventional;Charcoal;Bulk;n.d;;;;B;Layer 3;Mesolithic;Late;Castelnovian B;2 triangles [fig 6: 25-26];-2.69797;38.09289;Rodríguez 1982;Rodríguez, G., 1982. La cueva del Nacimiento. Pontones-Santiago-Provincia de Jaén (España). Néolithique Anc. Mediterranéen 237–250.
535;Grotta dell’Uzzo;P. Sicilia;Italy;West Mediterranean;P-2557;9180;100;Long;Conventional;Charcoal;n.d;n.d;;;;Trench A;16;Epipalaeolithic;;Epigravettian tradition;;12.78;38.11;Mannino et al 2007;Mannino, M.A., Thomas, K.D., Leng, M.J., Piperno, M., Tusa, S., Tagliacozzo, A., 2007. Marine resources in the Mesolithic and Neolithic at teh Grotta dell’Uzzo (Sicily): Evidence from isotope analyses of marine shells. Archaeometry 49, 117–133. doi:10.1111/j.1475-4754.2007.00291.x
536;Grotta dell’Uzzo;P. Sicilia;Italy;West Mediterranean;P-2556;9030;100;Long;Conventional;Charcoal;n.d;n.d;;;;Trench A;7;Epipalaeolithic;;Epigravettian tradition;;12.78;38.11;Mannino et al 2007;Mannino, M.A., Thomas, K.D., Leng, M.J., Piperno, M., Tusa, S., Tagliacozzo, A., 2007. Marine resources in the Mesolithic and Neolithic at teh Grotta dell’Uzzo (Sicily): Evidence from isotope analyses of marine shells. Archaeometry 49, 117–133. doi:10.1111/j.1475-4754.2007.00291.x
537;Grotta dell’Uzzo;P. Sicilia;Italy;West Mediterranean;MAMS-11087;8856;37;Short;AMS;Bone;Singular;Human;-19.7;10.8;3.3;Funerary: Uzzo X;;Mesolithic;;;;12.78;38.11;Mannino et al 2015;Mannino, M.A., Talamo, S., Tagliacozzo, A., Fiore, I., Nehlich, O., Piperno, M., Tusa, S., Collina, C., Di Salvo, R., Schimmenti, V., Richards, M.P., 2015. Climate-driven environmental changes around 8,200 years ago favoured increases in cetacean strandings and Mediterranean hunter-gatherers exploited them 5, 16288.
538;Grotta dell’Uzzo;P. Sicilia;Italy;West Mediterranean;OxA-13419;8745;55;Short;AMS;Shell;Singular;Phorcus turbinatus;-0.5;;;Trench F;18;Mesolithic;Early;Epipaleolithic Indiferenziato;;12.78;38.11;Mannino et al 2015;Mannino, M.A., Talamo, S., Tagliacozzo, A., Fiore, I., Nehlich, O., Piperno, M., Tusa, S., Collina, C., Di Salvo, R., Schimmenti, V., Richards, M.P., 2015. Climate-driven environmental changes around 8,200 years ago favoured increases in cetacean strandings and Mediterranean hunter-gatherers exploited them 5, 16288.
539;Grotta dell’Uzzo;P. Sicilia;Italy;West Mediterranean;P-2735;8330;80;Long;Conventional;Charcoal;n.d;n.d;;;;Trench F;16-18;Mesolithic;Early;Epipaleolithic Indiferenziato;;12.78;38.11;Mannino et al 2015;Mannino, M.A., Talamo, S., Tagliacozzo, A., Fiore, I., Nehlich, O., Piperno, M., Tusa, S., Collina, C., Di Salvo, R., Schimmenti, V., Richards, M.P., 2015. Climate-driven environmental changes around 8,200 years ago favoured increases in cetacean strandings and Mediterranean hunter-gatherers exploited them 5, 16288.
540;Grotta dell’Uzzo;P. Sicilia;Italy;West Mediterranean;MAMS-16239;8083;26;Short;AMS;Fish flakes;Singular;Delphinidae sp.;-11.1;11.3;3.1;Trench U;mix;Mesolithic;;Mixed cultural horizons;;12.78;38.11;Mannino et al 2015;Mannino, M.A., Talamo, S., Tagliacozzo, A., Fiore, I., Nehlich, O., Piperno, M., Tusa, S., Collina, C., Di Salvo, R., Schimmenti, V., Richards, M.P., 2015. Climate-driven environmental changes around 8,200 years ago favoured increases in cetacean strandings and Mediterranean hunter-gatherers exploited them 5, 16288.
541;Grotta dell’Uzzo;P. Sicilia;Italy;West Mediterranean;OxA-V-2365-39;7971;37;Short;AMS;Bone;Singular;Human;-19.1;8.7;3.3;Trench Y;3;Mesolithic;;;;12.78;38.11;Mannino et al 2015;Mannino, M.A., Talamo, S., Tagliacozzo, A., Fiore, I., Nehlich, O., Piperno, M., Tusa, S., Collina, C., Di Salvo, R., Schimmenti, V., Richards, M.P., 2015. Climate-driven environmental changes around 8,200 years ago favoured increases in cetacean strandings and Mediterranean hunter-gatherers exploited them 5, 16288.
542;Grotta dell’Uzzo;P. Sicilia;Italy;West Mediterranean;MAMS-16238;7957;25;Short;AMS;Fish flakes;Singular;Mysticeti sp.;-12.9;7.6;3.2;Trench F;12;Mesolithic;Late;Castelnovian A;74 trapezes  [Collina 2015];12.78;38.11;Mannino et al 2015;Mannino, M.A., Talamo, S., Tagliacozzo, A., Fiore, I., Nehlich, O., Piperno, M., Tusa, S., Collina, C., Di Salvo, R., Schimmenti, V., Richards, M.P., 2015. Climate-driven environmental changes around 8,200 years ago favoured increases in cetacean strandings and Mediterranean hunter-gatherers exploited them 5, 16288.
543;Grotta dell’Uzzo;P. Sicilia;Italy;West Mediterranean;P-2734;7910;70;Long;Conventional;Charcoal;n.d;n.d;;;;Trench F;13-14;Mesolithic;Late;Castelnovian A;74 trapezes  [Collina 2015];12.78;38.11;Mannino et al 2015;Mannino, M.A., Talamo, S., Tagliacozzo, A., Fiore, I., Nehlich, O., Piperno, M., Tusa, S., Collina, C., Di Salvo, R., Schimmenti, V., Richards, M.P., 2015. Climate-driven environmental changes around 8,200 years ago favoured increases in cetacean strandings and Mediterranean hunter-gatherers exploited them 5, 16288.
544;Grotta dell’Uzzo;P. Sicilia;Italy;West Mediterranean;OxA-V-2364-41;7871;37;Short;AMS;Bone;Singular;Human;-19.7;12.8;3.3;Trench F;16;Mesolithic;Early;Epipaleolithic Indiferenziato;;12.78;38.11;Mannino et al 2015;Mannino, M.A., Talamo, S., Tagliacozzo, A., Fiore, I., Nehlich, O., Piperno, M., Tusa, S., Collina, C., Di Salvo, R., Schimmenti, V., Richards, M.P., 2015. Climate-driven environmental changes around 8,200 years ago favoured increases in cetacean strandings and Mediterranean hunter-gatherers exploited them 5, 16288.
545;Grotta dell’Uzzo;P. Sicilia;Italy;West Mediterranean;MAMS-40719;7809;26;Short;AMS;Bone;Singular;Human;;;;Trench U;Mix;Mesolithic;Late;Castelnovian A;;12.78;38.11;Loosdrecht 2021;Loosdrecht, van der M.S., 2021. Archaeogenetic perspectives on the hunter-gatherers and prehistoric farmers of the Mediterranean. PhD of Philosophy. Friedrich Schiller University Jena
546;Grotta dell’Uzzo;P. Sicilia;Italy;West Mediterranean;MAMS-40720;7809;26;Short;AMS;Bone;Singular;Human;;;;Trench U;Mix;Mesolithic;;Mixed cultural horizons;;12.78;38.11;Loosdrecht 2021;Loosdrecht, van der M.S., 2021. Archaeogenetic perspectives on the hunter-gatherers and prehistoric farmers of the Mediterranean. PhD of Philosophy. Friedrich Schiller University Jena
547;Grotta dell’Uzzo;P. Sicilia;Italy;West Mediterranean;MAMS-40722;7809;26;Short;AMS;Bone;Singular;Human;;;;Trench U;Mix;Mesolithic;;Mixed cultural horizons;;12.78;38.11;Loosdrecht 2021;Loosdrecht, van der M.S., 2021. Archaeogenetic perspectives on the hunter-gatherers and prehistoric farmers of the Mediterranean. PhD of Philosophy. Friedrich Schiller University Jena
548;Grotta dell’Uzzo;P. Sicilia;Italy;West Mediterranean;MAMS-40721;7807;26;Short;AMS;Bone;Singular;Human;;;;Trench U;Mix;Mesolithic;;Mixed cultural horizons;;12.78;38.11;Loosdrecht 2021;Loosdrecht, van der M.S., 2021. Archaeogenetic perspectives on the hunter-gatherers and prehistoric farmers of the Mediterranean. PhD of Philosophy. Friedrich Schiller University Jena
549;Grotta dell’Uzzo;P. Sicilia;Italy;West Mediterranean;OxA-V-2364-43;7753;36;Short;AMS;Bone;Singular;Human;-16.2;12.8;3.1;Trench F;12;Mesolithic;Late;Castelnovian A;74 trapezes  [Collina 2015];12.78;38.11;Mannino et al 2015;Mannino, M.A., Talamo, S., Tagliacozzo, A., Fiore, I., Nehlich, O., Piperno, M., Tusa, S., Collina, C., Di Salvo, R., Schimmenti, V., Richards, M.P., 2015. Climate-driven environmental changes around 8,200 years ago favoured increases in cetacean strandings and Mediterranean hunter-gatherers exploited them 5, 16288.
550;Grotta dell’Uzzo;P. Sicilia;Italy;West Mediterranean;OxA-13662;7744;33;Short;AMS;Shell;Singular;Phorcus turbinatus;0;;;Trench F;12;Mesolithic;Late;Castelnovian A;74 trapezes  [Collina 2015];12.78;38.11;Mannino et al 2015;Mannino, M.A., Talamo, S., Tagliacozzo, A., Fiore, I., Nehlich, O., Piperno, M., Tusa, S., Collina, C., Di Salvo, R., Schimmenti, V., Richards, M.P., 2015. Climate-driven environmental changes around 8,200 years ago favoured increases in cetacean strandings and Mediterranean hunter-gatherers exploited them 5, 16288.
551;Grotta dell’Uzzo;P. Sicilia;Italy;West Mediterranean;KIA-36034;7730;80;Short;AMS;Fish flakes;Singular;Epinephelus sp.;-12.4;9.8;3.2;Trench F;14;Mesolithic;Late;Castelnovian A;74 trapezes  [Collina 2015];12.78;38.11;Mannino et al 2015;Mannino, M.A., Talamo, S., Tagliacozzo, A., Fiore, I., Nehlich, O., Piperno, M., Tusa, S., Collina, C., Di Salvo, R., Schimmenti, V., Richards, M.P., 2015. Climate-driven environmental changes around 8,200 years ago favoured increases in cetacean strandings and Mediterranean hunter-gatherers exploited them 5, 16288.
552;Grotta dell’Uzzo;P. Sicilia;Italy;West Mediterranean;MAMS-40709;7713;26;Short;AMS;Bone;Singular;Human;;;;Trench F;15;Mesolithic;Late;Castelnovian A;74 trapezes  [Collina 2015];12.78;38.11;Loosdrecht 2021;Loosdrecht, van der M.S., 2021. Archaeogenetic perspectives on the hunter-gatherers and prehistoric farmers of the Mediterranean. PhD of Philosophy. Friedrich Schiller University Jena
553;Grotta dell’Uzzo;P. Sicilia;Italy;West Mediterranean;MAMS-40726;7471;26;Short;AMS;Bone;Singular;Human;;;;Trench F;13;Mesolithic;Late;Castelnovian A;74 trapezes  [Collina 2015];12.78;38.11;Loosdrecht 2021;Loosdrecht, van der M.S., 2021. Archaeogenetic perspectives on the hunter-gatherers and prehistoric farmers of the Mediterranean. PhD of Philosophy. Friedrich Schiller University Jena
554;Grotta dell’Uzzo;P. Sicilia;Italy;West Mediterranean;KIA-36032;7175;45;Short;AMS;Fish flakes;Singular;Epinephelus sp.;-10.2;9.5;3.3;Trench F;11;Mesolithic;Late;Castelnovian B;3 trapezes asymmetric  [Collina 2015];12.78;38.11;Mannino et al 2015;Mannino, M.A., Talamo, S., Tagliacozzo, A., Fiore, I., Nehlich, O., Piperno, M., Tusa, S., Collina, C., Di Salvo, R., Schimmenti, V., Richards, M.P., 2015. Climate-driven environmental changes around 8,200 years ago favoured increases in cetacean strandings and Mediterranean hunter-gatherers exploited them 5, 16288.
226;Cabeço das Amoreiras;Distrito de Setúbal;Portugal;Atlantic Coast;QAM-85B2b;6370;70;Short;Conventional;Shell;Bulk;n.d;;;;Level B (based on TFM p.30);camada 2a;Mesolithic;Late;Castelnovian C;3 trapeze / 11 triangle / 36 segment  [Nukushina TFM 2012];-8.39988;38.22594;Carvalho 2009;
227;Cabeço das Amoreiras;Distrito de Setúbal;Portugal;Atlantic Coast;QAM-85B2a;5990;75;Long;AMS;Charcoal;Bulk;n.d;;;;Level B (based on TFM p.30);camada 2b;Mesolithic;Late;Castelnovian C;3 trapeze / 11 triangle / 36 segment  [Nukushina TFM 2012];-8.39988;38.22594;Zilhão 2000;
228;Cabeço das Amoreiras;Distrito de Setúbal;Portugal;Atlantic Coast;Beta-125110;7230;40;Short;AMS;Bone;Singular;Human;-19;9.5;2.9;Level A (based on TFM p.30);Burial 5 (layer 4);Mesolithic;Late;Castelnovian C;10 trapeze / 15 triangle / 44 segment  [Nukushina TFM 2012] * no fiable;-8.39988;38.22594;Carvalho 2009;
229;Cabeço das Amoreiras;Distrito de Setúbal;Portugal;Atlantic Coast;Ua-47974;6645;42;Short;AMS;Bone;Singular;Human;-20;8.2;3.3;Level C (Z = 120 / 140);Burial 7 (layer 4);Mesolithic;Late;Castelnovian C;2 triangle / 15 segment  [Nukushina TFM 2012];-8.39988;38.22594;Peyroteo-Stjerna 2016;
230;Cabeço das Amoreiras;Distrito de Setúbal;Portugal;Atlantic Coast;Ua-47973;6484;39;Short;AMS;Bone;Singular;Human;-20;7.6;3.3;Level A (Z = 130);Burial 4 (layer 4);Mesolithic;Late;Castelnovian C;10 trapeze / 15 triangle / 44 segment  [Nukushina TFM 2012];-8.39988;38.22594;Peyroteo-Stjerna 2016;
